title,author,publisher,price,language,pages,genre,category,target,EAN,code,year,url
Ключи Царства,Արչիբալդ Քրոնին,,2300 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/klyuchi-tsarstva-1
Сказки Барда Бидля (с черно-белыми иллюстрациями),Ջոան Ռոուլինգ,,6100 դրամ,,,Մանկական,Արտասահմանյան,,,,,https://zangakbookstore.am/skazki-barda-bidlya-1
Тень горы в 2-х книгах,Գրիգորի Ռոբերտս,,4900 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/ten-gori-v-2-kh-knigakh
Дожить до рассвета,Վասիլ Բիկով,,2200 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/dozhit-do-rassveta
Фантастические твари и где они обитают. Оригинальный сценарий,Ջոան Ռոուլինգ,,6200 դրամ,,,Գեղարվեստական,Ֆենթզի,,,,,https://zangakbookstore.am/fantasticheskie-tvari-i-gde-oni-obitayut-originalniy-stsenariy
Сестрица Аленушка и братец Иванушка,Ալեքսեյ Տոլստոյ,,400 դրամ,,,Մանկական,Արտասահմանյան,,,,,https://zangakbookstore.am/sestritsa-alenushka-i-bratets-ivanushka
Русский лес,Լեոնիդ Լեոնով,,3100 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/russkiy-les
Двойник/Герритсен Т. (мягк/обл.),Թես Գերիթսեն,,2400 դրամ,,,Գեղարվեստական,Դետեկտիվ և թրիլլեր,,,,,https://zangakbookstore.am/dvoynik
Голос одиночества,Յան-Ֆիլիպ Զենդքեր,,4100 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/golos-odinochestva
Военная тайна,Արկադի Գայդար,,2000 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/voennaya-tayna
Вечное зло,Ջեֆ Ջոնս,,9400 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/vechnoe-zlo
Происхождение видов путем естественного отбора,Չարլզ Դարվին,,2800 դրամ,,,Ոչ գեղարվեստական,Բնական գիտություններ,,,,,https://zangakbookstore.am/proiskhozhdenie-vidov-putem-estestvennogo-otbora
Гламорама,Էլիս Բրեթ Իստոն,,6500 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/glamorama
Хранитель древностей,Յուրի Դոմբրովսկի,,2300 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/khranitel-drevnostey
На берегах Невы,Իրինա Օդոևցեվա,,2600 դրամ,,,Ոչ գեղարվեստական,Կենսագրություն և հուշեր,,,,,https://zangakbookstore.am/na-beregakh-nevi
Отряд самоубийц. Книга 5: Замурованные,Մեթ Քինգ,,8200 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/otryad-samoubiyts-kniga-5-zamurovannie
Клуб неисправимых оптимистов (мягк/обл.),Ժան-Միշել Գենասիա,,3100 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/klub-neispravimikh-optimistov
Школа для дураков,Սաշա Սոկոլով,,4300 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/shkola-dlya-durakov
Секта эгоистов. Распутник,Էրիկ-Էմանուել Շմիթ,,3800 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/sekta-egoistov-rasputnik
Звездные войны. Катализатор. Изгой,Ջեյմս Լուսենկո,,4400 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/zvezdnie-voyni-katalizator-izgoy
Большая перемена,Գեորգի Սադովնիկ,,2000 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/bolshaya-peremena
Аквамен. Книга 3. Смерть царя,Ջեֆ Ջոնս,,9000 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/akvamen-kniga-3-smert-tsarya
Обитатели холмов,Ռիչարդ Ադամս,,2600 դրամ,,,Գեղարվեստական,Գիտական ֆանտաստիկա,,,,,https://zangakbookstore.am/obitateli-kholmov-1
Перед пробуждением,Գրեգ Ռուցկա,,5000 դրամ,,,Գեղարվեստական,Գիտական ֆանտաստիկա,,,,,https://zangakbookstore.am/pered-probuzhdeniem
Чудо-Женщина. Книга 1. Кровь и смерть,Բրայան Ազարելո,,9800 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/chudo-zhenshchina-kniga-1-krov-i-smert
Нексус,Հենրի Միլլեր,,5200 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/neksus
Ночная гостья,Ռոալդ Դալ,,2200 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/nochnaya-gostya
"Под сенью дев, увенчанных цветами",Մարսել Պրուստ,,7400 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/pod-senyu-dev-uvenchannikh-tsvetami
Зеленая Стрела. Год первый,Էնդի Դիգլ,,7300 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/zelenaya-strela-god-perviy
Пляж,Ալեքս Գարլենդ,,2000 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/plyazh-1
Смысл истории,Նիկոլայ Բերդյաև,,1900 դրամ,,,Ոչ գեղարվեստական,Փիլիսոփայություն,,,,,https://zangakbookstore.am/smisl-istorii
"Старик, который читал любовные романы",Լուիս Սեպուլվեդա,,1900 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/starik-kotoriy-chital-lyubovnie-romani-1
Бен-Гур,Լյուիս Ուոլիս,,2700 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/ben-gur-2
Республика Шкид,Գրիգորի Բելիխ,,2200 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/respublika-shkid
Завещание,Նիկոլայ Գումիլյով,,2200 դրամ,,,Գեղարվեստական,Պոեզիա,,,,,https://zangakbookstore.am/zaveshchanie
Конго Реквием,Ժան-Քրիստոֆ Գրանժե,,5800 դրամ,,,Գեղարվեստական,Դետեկտիվ և թրիլլեր,,,,,https://zangakbookstore.am/kongo-rekviem-1
Золотой Храм,Յուկիո Միսիմա,,7700 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/zolotoy-khram-1
Москва-Петушки,Վենեդիկտ Երոֆեև,,3800 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/moskva-petushki-3
Сын полка,Վալենտին Կատաև,,1800 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/sin-polka-3
Анатомия человека 360°. Иллюстрированный атлас,Ջեյմի Ռոբաք,,25200 դրամ,,,Ոչ գեղարվեստական,Բնական գիտություններ,,,,,https://zangakbookstore.am/anatomiya-cheloveka-360-illyustrirovanniy-atlas
Шепот теней. Пробуждение дракона. Книга 1,Յան-Ֆիլիպ Զենդքեր,,4100 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/shepot-teney-probuzhdenie-drakona-kniga-1
Тимур и его команда,Արկադի Գայդար,,2200 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/timur-i-ego-komanda-2
"Метаморфозы, или Золотой осел",Ապուլեոս,,2300 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/metamorfozi-ili-zolotoy-osel-1
Отряд самоубийц. Книга 4: Надзирать и наказывать,Ալեշ Կոտ,,7400 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/otryad-samoubiyts-kniga-4-nadzirat-i-nakazivat
Малое собрание сочинений/Стивенсон Р.Л.,Ռոբերտ Լյուիս Սթիվենսոն,,4800 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/maloe-sobranie-sochineniystivenson-rl
Фамильяры. Книга 2. Загадки Короны,Ադամ Ջեյ Էփշտեյն,,3900 դրամ,,,Մանկական,Արտասահմանյան,,,,,https://zangakbookstore.am/familyari-kniga-2-zagadki-koroni
НАС3,Գրանտ Մորիսոն,,8800 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/nas3
Чудо-Женщина. Книга 1. Земля-1,Յանիկ Փաքեթ,,7400 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/chudo-zhenshchina-kniga-1-zemlya-1
Крестоносцы,Հենրիկ Սենկևիչ,,2600 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/krestonostsi-1
"Нарисуй, на что похож успех. Раскраска-мотиватор для очень занятых людей",Սառա Կուպեր,,3200 դրամ,,,Ոչ գեղարվեստական,Արվեստ և մշակույթ,,,,,https://zangakbookstore.am/narisuy-na-chto-pokhozh-uspekh-raskraska-motivator-dlya-ochen-zanyatikh-lyudey
Малое собрание сочинений/Гайдар А.,Արկադի Գայդար,,4200 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/maloe-sobranie-sochineniygaydar-a
Толстая тетрадь,Ագոտա Կրիստոֆ,,4100 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/tolstaya-tetrad-1
Как думают победители,Ֆրիդերիկա Ֆաբրիցիուս,,6100 դրամ,,,Ոչ գեղարվեստական,Ինքնազարգացում և մոտիվացիա,,,,,https://zangakbookstore.am/kak-dumayut-pobediteli
Жажда любви,Յուկիո Միսիմա,,2200 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/zhazhda-lyubvi
Чужекровка,Աֆինիթի Քոնար,,4200 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/chuzhekrovka
"Флэш. Книга 4: Реверс, или обратный ход",Ֆրենսիս Մանապուլ,,8600 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/flesh-kniga-4-revers-ili-obratniy-khod
Агата Мистери. Кн.18. Путешествие на край земли,Սեր Սթիվ Սթիվենսոն,,3100 դրամ,,,Մանկական,Արտասահմանյան,,,,,https://zangakbookstore.am/agata-misteri-kniga-18-puteshestvie-na-kray-zemli
Агата Мистери. Кн.19. По следам алмаза,Սեր Սթիվ Սթիվենսոն,,3100 դրամ,,,Մանկական,Արտասահմանյան,,,,,https://zangakbookstore.am/agata-misteri-kniga-19-po-sledam-almaza
Братья и сестры,Ֆյոդոր Աբրամով,,2000 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/bratya-i-sestri
Последний мужчина. Книга 2,Բրայան Վոն,,9900 դրամ,,,Կոմիքսներ,Գրաֆիկական վեպեր,,,,,https://zangakbookstore.am/posledniy-muzhchina-kniga-2
Третий лишний,Վիկտոր Կոնեցկի,,2200 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/tretiy-lishniy
Грешница,Թես Գերիթսեն,,2400 դրամ,,,Գեղարվեստական,Դետեկտիվ և թրիլլեր,,,,,https://zangakbookstore.am/greshnitsa
Золотой Храм,Յուկիո Միսիմա,,2400 դրամ,,,Գեղարվեստական,Արտասահմանյան դասական արձակ,,,,,https://zangakbookstore.am/zolotoy-khram
Виртуальный свет,Ուիլյամ Գիբսոն,,2400 դրամ,,,Գեղարվեստական,Ֆենթզի,,,,,https://zangakbookstore.am/virtualniy-svet
Перегруженный ковчег,Ջերալդ Դարել,,1600 դրամ,,,Ոչ գեղարվեստական,Ճանապարհորդություն,,,,,https://zangakbookstore.am/peregruzhenniy-kovcheg
Судьба барабанщика,Արկադի Գայդար,,1900 դրամ,,,Պատանեկան,Գեղարվեստական,,,,,https://zangakbookstore.am/sudba-barabanshchika
Ищу человека,Սերգեյ Դովլաթով,,4300 դրամ,,,Գեղարվեստական,Արտասահմանյան ժամանակակից արձակ,,,,,https://zangakbookstore.am/ishchu-cheloveka
