Գույնը,ISBN,Հեղինակ,Էջերի քանակը,Կոդ,Տարեթիվ,Կազմ,Արտադրող,User ID,Երկիր,Լեզու,Լրացուցիչ նկարներ
,,Фейхтвангер Л.,416,26934,,,АСТ,,,,
,,,640,26932,2007,Կոշտ,АСТ,,,,
,,Шаму Ф.,368,26929,,,АСТ,,,,
,,Чуковский К.,,26920,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,253,26912,2011,Կոշտ,АСТ,,,,
,,,14,26905,2011,Փափուկ,Стрекоза Пресс,,,,
,,,240,26886,2010,Կոշտ,Дашков И К,,,,
,,,507,26885,2008,Կոշտ,ФЕНИКС,,,,
,,,448,26868,2008,Կոշտ,Азбука - Аттикус,,,,
,,Щербатых ю. В.,128,26864,,,ПИТЕР,,,,
,,АНдреева Г. Н.,416,26863,,,Норма,,,,
,,Кузбагаров А. Н.,119,26861,,,Юнити Дана,,,,
,,,480,26860,2006,Կոշտ,Издательский центр «Академия»,,,,
,,,400,26857,2009,Կոշտ,Вече,,,,
,,Чапек В. Н.,157,26852,,,ФЕНИКС,,,,
,,Алексеев С. В.,252,26845,,,ФЕНИКС,,,,
,,Елецкий Н. Д.,220,26844,,,ФЕНИКС,,,,
,,"Л. А. Введенская, Л. Г. Павлова, Е. Ю. Кашаева",288,26842,,,ФЕНИКС,,,,
,,Николаева Е.,80,26841,,,Риор,,,,
,,,88,2683902,2008,,Delta Publishing,,,,
,,Давид Гордон Смит,74,2683901,,,Delta Publishing,,,,
,,,368,26836,2009,Կոշտ,ЭКСМО,,,,
,,"Тимошенко Т. Р., Чабан Б. Я.",544,26835,,,Айрис Пресс,,,,
,,Афанасьева В. И.,176,26827,,,Книжный Дом,,,,
,,Соломатина О.,64,2682102,,,Альпина Паблишер,,,,
,,Карепина С.,56,2682101,,,Альпина Бизнес Букс,,,,
,,Водопьянов В. П.,128,26817,,,Приор,,,,
,,,727,26814,2009,Կոշտ,Юнити Дана,,,,
,,О Двайер Майкл,448,26809,,,Азбука - Аттикус,,,,
,,,414,26800,2010,Կոշտ,ФЕНИКС,,,,
,,,543,26796,2006,Կոշտ,Центрполиграф,,,,
,,,320,26785,2014,Կոշտ,ФЕНИКС,,,,
,,,288,26779,2009,Կոշտ,Центрполиграф,,,,
,,,352,26778,2004,Կոշտ,Центрполиграф,,,,
,,Семенова И. И.,199,26773,,,Юнити Дана,,,,
,,Смоленский М. Б.,176,26769,,,ФЕНИКС,,,,
,,Самыгин С.,,26764,,,ФЕНИКС,,,Ռուսերեն,
,,Якушев А. В.,224,26761,,,Приор,,,,
,,,761,26750,2010,Կոշտ,ФЕНИКС,,,,
,,,863,26744,2009,Կոշտ,ФЕНИКС,,,,
,,,,26743,,,Айрис Пресс,,,Ռուսերեն,
,,Исаев И. А.,40,26739,,,Проспект,,,,
,,,384,26727,2009,Կոշտ,Кнорус,,,,
,,"Зазорнова М. Е., Ульянова И. Л.",80,26725,,,Проспект,,,,
,,Энтин Л. М.,168,26724,,,Флинта,,,,
,,,432,26721,2010,Կոշտ,Проспект,,,,
,,,336,26714,2010,Կոշտ,Проспект,,,,
,,Росс В. Грин,262,26708,,,АСТ,,,,
,,Богомолова А. А.,170,26702,,,ЮРАЙТ,,,,
,,Мединов Олег,176,26695,,,ПИТЕР,,,,
,,,304,26688,2010,Կոշտ,Волтерс Клувер,,,,
,,Бобошина С. Б.,144,26686,,,Экзамен,,,,
,,Ильин В. В.,256,26679,,,ПИТЕР,,,,
,,Пастернак Е.,384,26677,,,ПИТЕР,,,,
,,Смоленский М.,208,26671,,,ФЕНИКС,,,,
,,,496,26667,2014,Կոշտ,ПИТЕР,,,,
,,,256,26665,2010,Կոշտ,ПИТЕР,,,,
,,Райзберг Б. А.,,26662,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,304,26654,2014,Կոշտ,Ключ-С изд.,,,,
,,Алексеев Ю.,208,2664802,,,Живой Язык,,,,
,,,208,2664801,2005,Կոշտ,Живой Язык,,,,
,,,232,26599,2010,Կոշտ,Проспект,,,,
,,,352,26595,2010,Կոշտ,ПИТЕР,,,,
,,Орлов С.,192,26590,,,ПИТЕР,,,,
,,Попова А. В.,192,26589,,,ПИТЕР,,,,
,,Боголепов Н. П.,568,26585,,,Зерцало,,,,
,,,304,26570,2010,Կոշտ,Дашков И К,,,,
,,Леда В.,128,26567,,,ПИТЕР,,,,
,,Голованов Н. М.,224,26565,,,ПИТЕР,,,,
,,,304,26562,2009,Կոշտ,София,,,,
,,Мэтьюз Э.,125,26560,,,Издательский Дом Мещерякова,,,,
,,,752,26540,2008,Կոշտ,АСТ,,,,
,,,160,26528,2012,Կոշտ,ЭКСМО,,,,
,,,,26523,2008,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,175,26498,2009,Կոշտ,АСТ,,,,
,,Хамицаева ю. А.,147,26488,,,ЮРАЙТ,,,,
,,Криксунова И.,160,2648303,,,Веды,,,,
,,,192,2648302,2009,Կոշտ,Веды,,,,
,,,176,2648301,2009,Կոշտ,Веды,,,,
,,Авер М. М.,160,26478,,,Триумф,,,,
,,,160,26471,2007,Կոշտ,Диля,,,,
,,,320,26459,2007,Կոշտ,Бестиарий,,,,
,,Козырев М. А.,144,26452,,,Беларусь,,,,
,,,80,26448,2009,Կոշտ,Контэнт,,,,
,,,320,26435,2008,Կոշտ,Медицинское Информационное Агентство,,,,
,,Гусева Т. А.,80,26426,,,Книжный мир,,,,
,,,336,26419,2008,Կոշտ,АСТ,,,,
,,,240,26415,2008,Կոշտ,Бином,,,,
,,Иванов Ю. Н.,384,26400,,,Книжный Дом,,,,
,,,208,2639602,2007,Փափուկ,Сибирское Университетское Издательство,,,,
,,,204,2639601,2014,Փափուկ,Сибирское Университетское Издательство,,,,
,,Эко У.,576,2639102,,,АСТ,,,,
,,,320,26380,2009,Կոշտ,ISRADON Publishing House,,,,
,,Кузьмин С. В.,,26377,,,,,Բելոռուսիայի հանրապետություն,Ռուսերեն,
,,Панков О.,46,26364,,,Метафора,,,,
,,,256,26362,2006,Կոշտ,Махаон,,,,
,,,,26360,2009,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Борисов А.,,26358,,,Книжный мир,,,Ռուսերեն,
,,Михайлова О.,,26353,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Данилова Н. Ю.,320,26349,,,АЗБУКА,,,,
,,Голденков М. А,,26340,,,,,Բելոռուսիայի հանրապետություն,Ռուսերեն,
,,Стрельникова Н.,224,2633803,,,Веды,,,,
,,Стрельникова Н.,160,2633802,,,Веды,,,,
,,Зайцев С.,,26320,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,960,26314,2007,Կոշտ,Современная школа,,,,
,,,240,26312,2008,Կոշտ,Время,,,,
,,,432,2631102,2012,Փափուկ,Иностранка,,,,
,,Бегбедер Ф.,352,2631101,,,Иностранка,,,,
,,,,26302,,,,,Ռուսաստանի ֆեդերացիա,,
,,Лоуренс  Д. Г.,224,26292,,,Харвест,,,,
,,Честертон Г. К.,736,26289,,,ЭКСМО,,,,
,,Логвиненко И. А.,320,2628801,,,ЭКСМО,,,,
,,Ларина О. В.,,26283,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,368,26278,2006,,Delta Publishing,,,,
,,Глуховский Д.,,26272,,,АСТ,,,Ռուսերեն,
,,,,2624802,2009,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,159,26224,2007,,АСТ,,,,
,,,190,26220,2010,Կոշտ,АСТ,,,,
,,,432,26216,2010,Փափուկ,ЭКСМО,,,,
,,,240,26208,2010,Կոշտ,АСТ,,,,
,,Карпушина С. В.,89,26204,,,АСТ,,,,
,,,345,26203,2010,Կոշտ,АСТ,,,,
,,,,26200,,,,,Ռուսաստանի ֆեդերացիա,,
,,Литвак М.,448,2618801,,,АСТ,,,,
,,О. Мироненко,184,26186,,,АСТ,,,,
,,Кэбот М.,320,26180,,,АСТ,,,,
,,,430,26177,2007,Կոշտ,Аванта,,,,
,,Милн А. А.,284,26172,,,АСТ,,,,
,,Цаплин В.,512,26168,,,АСТ,,,,
,,Андерсон Д.,352,26163,,,АСТ,,,,
,,Маккалоу К.,352,26162,,,АСТ,,,,
,,,,26157,2008,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Дик Стивен,224,26149,,,АСТ,,,,
,,Олдридж Д.,317,2613402,,,АСТ,,,,
,,Олдридж Д.,316,2613401,,,АСТ,,,,
,,Райнольдс М.,223,26123,,,АСТ,,,,
,,Фукуяма Ф.,288,2611602,,,АСТ,,,,
,,,480,26115,,Կոշտ,АСТ,,,,
,,,544,26104,2007,Փափուկ,Азбука - Аттикус,,,,
,,Дери М.,478,26103,,,АСТ,,,,
,,,315,2609502,2010,Կոշտ,АСТ,,,,
,,,348,2609501,2010,Կոշտ,АСТ,,,,
,,,160,26092,2010,Կոշտ,АСТ,,,,
,,,256,26091,2008,Կոշտ,Харвест,,,,
,,Henry James,660,26083,,,АСТ,,,,
,,,288,26066,2009,Կոշտ,АСТ,,,,
,,Фройнд Ли Х.,278,26064,,,АСТ,,,,
,,Пфайфер Ш.,287,26058,,,АСТ,,,,
,,Шанина С.,,26055,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,16,2604905,,Փափուկ,Харвест,,,,
,,,16,2604904,,Փափուկ,Харвест,,,,
,,,16,2604903,,Փափուկ,АСТ,,,,
,,,16,2604902,,Փափուկ,АСТ,,,,
,,,14,2604901,,Փափուկ,АСТ,,,,
,,Мартин Кэт,320,2604817,,,АСТ,,,,
,,,252,26042,2005,Կոշտ,АСТ,,,,
,,Дмитрова Е. Д,144,26041,,,АСТ,,,,
,,,476,2604001,2008,Կոշտ,АСТ,,,,
,,,480,26040,2009,Կոշտ,АСТ,,,,
,,Хемингуэй Э.,672,26039,,,АСТ,,,,
,,,191,26023,2009,Կոշտ,АСТ,,,,
,,Кабаков А.,256,26021,,,АСТ,,,,
,,Маршак С.,,2601802,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,800,2601801,2008,Կոշտ,АСТ,,,,
,,Яницкий К.,,26014,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,240,26003,,Կոշտ,Харвест,,,,
,,,448,25976,2009,Կոշտ,АСТ,,,,
,,Голденков М. А.,320,25965,,,Современная школа,,,,
,,,191,25888,2010,,АСТ,,,,
,,,96,25880,2012,Կոշտ,АСТ,,,,
,,,,25874,2011,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,104,25859,2013,Կոշտ,АСТ,,,,
,,,315,25856,2010,Փափուկ,АСТ,,,,
,,,188,25855,2010,Փափուկ,АСТ,,,,
,,,10,2585203,2011,Կոշտ,АСТ,,,,
,,,704,25851,2015,Կոշտ,АСТ,,,,
,,,320,25846,2009,Կոշտ,АСТ,,,,
,,,192,25844,2004,Կոշտ,АСТ,,,,
,,,608,25843,2008,Կոշտ,АСТ,,,,
,,"О. Мироненко , Л. Ковальчук, Пикуль А.",184,25834,,,АСТ,,,,
,,,240,25833,2010,Կոշտ,АСТ,,,,
,,,384,25832,2003,Կոշտ,АСТ,,,,
,,Хайям Омар,96,25828,,,Харвест,,,,
,,Курляндский А. Е.,,2582202,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,416,25813,2009,Կոշտ,АСТ,,,,
,,Манн Томас,640,25805,,,АСТ,,,,
,,Спаркс Н.,,2580304,,,АСТ,,,Ռուսերեն,
,,,848,25798,2004,Կոշտ,АСТ,,,,
,,Эко Умберто,592,25794,,,АСТ,,,,
,,Барто А.,,25791,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,1020,25789,2011,Կոշտ,АСТ,,,,
,,Вишневский Я.,224,25774,,,АСТ,,,,
,,,320,25766,2012,Կոշտ,АСТ,,,,
,,Ницше Ф.,256,25759,,,АСТ,,,,
,,,288,25745,2010,Կոշտ,АСТ,,,,
,,,320,2574202,2010,Կոշտ,АСТ,,,,
,,,346,25737,2007,Կոշտ,Техносфера,,,,
,,Магомедов М. Д.,,25736,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,176,25732,2009,Կոշտ,БХВ-Петербург,,,,
,,,240,25730,2009,Կոշտ,Издательский центр «Академия»,,,,
,,Морозов С.,320,25729,,,ЮРАЙТ,,,,
,,,368,25709,2009,Կոշտ,ЭКСМО,,,,
,,Зорько Г.,832,25675,,,АСТ,,,,
,,,208,25661,2009,Կոշտ,АСТ,,,,
,,Редфилд Дж.,332,2565703,,,АСТ,,,,
,,Коряковцев В. В.,224,25641,,,ПИТЕР,,,,
,,Дружинин В. Н.,368,25638,,,ПИТЕР,,,,
,,Похлебкин В.,238,2563702,,,Центрполиграф,,,,
,,Похлебкин В. В.,190,2563604,,,Центрполиграф,,,,
,,,174,2563603,2009,Փափուկ,Центрполиграф,,,,
,,,429,25633,2010,Կոշտ,Инфра-М,,,,
,,Гурский Ю.,320,25631,,,ПИТЕР,,,,
,,,224,25628,2010,Կոշտ,ПИТЕР,,,,
,,Слагода В. Г.,128,25619,,,Форум,,,,
,,Холостова Е. И.,348,25618,,,Дашков И К,,,,
,,,503,25617,2010,Կոշտ,Омега-Л,,,,
,,,272,25616,2010,Կոշտ,Ай Пи Эр Медиа,,,,
,,,315,25611,2010,Կոշտ,ФЕНИКС,,,,
,,,224,25601,2012,,Живой Язык,,,,
,,Андреева В. И.,296,25592,,,Кнорус,,,,
,,Кохановский В. П.,256,2558902,,,ФЕНИКС,,,,
,,Кохановский В. П.,190,2558901,,,ФЕНИКС,,,,
,,Смоленский М.,128,25585,,,ФЕНИКС,,,,
,,Васильев М. В.,,25584,,,,,Ռուսաստանի ֆեդերացիա,,
,,Ольховский В. К.,220,25581,,,ФЕНИКС,,,,
,,Переслени Л. И.,64,25572,,,Айрис Пресс,,,,
,,Уэйнманн Э.,876,25571,,,ДМК Пресс,,,,
,,,542,25567,2007,Կոշտ,Форум,,,,
,,Алихаджиева А. С.,224,25564,,,ФЕНИКС,,,,
,,,240,25561,2010,Կոշտ,АСТ,,,,
,,Смоленский М. Б.,288,25560,,,ФЕНИКС,,,,
,,Бланков А. С.,224,25556,,,ПИТЕР,,,,
,,Непогода А. В.,480,25547,,,Омега-Л,,,,
,,,356,25546,2008,Կոշտ,Дашков И К,,,,
,,,328,25539,2010,Կոշտ,Ай Пи Эр Медиа,,,,
,,Земляникина-Огнева М.,125,25535,,,Центрполиграф,,,,
,,Кирсанова Л.,160,25533,,,Центрполиграф,,,,
,,Верткин А. Л.,176,25519,,,ЭКСМО,,,,
,,Садов А.,256,25518,,,ПИТЕР,,,,
,,Блохин Я. И.,286,25513,,,ФЕНИКС,,,,
,,,443,25510,2008,Կոշտ,Центрполиграф,,,,
,,,400,25509,2009,Կոշտ,Центрполиграф,,,,
,,Федощев А. Г.,112,2550802,,,Книжный Дом,,,,
,,Деменкова Н. Г.,112,2550801,,,Проспект,,,,
,,Валеев Д. Х.,160,25503,,,ПИТЕР,,,,
,,Глазова Е.,208,25502,,,ПИТЕР,,,,
,,Григонис Э. П.,208,25501,,,ПИТЕР,,,,
,,,416,25498,2010,Կոշտ,АСТ,,,,
,,,,25427,,,Альпина Паблишер,,,Ռուսերեն,
,,Ллойд Йен,416,25415,,,ПИТЕР,,,,
,,Неумывакин И. П.,192,25409,,,Диля,,,,
,,,,25408,2008,,Альпина Паблишер,,,Ռուսերեն,
,,,,25407,2007,,Альпина Паблишер,,,Ռուսերեն,
,,Мараховская Н.,192,2539801,,,Веды,,,,
,,,,25295,2008,,Альпина Бизнес Букс,,,Ռուսերեն,
,,,148,25253,2009,Կոշտ,Деком издательство,,,,
,,,,25229,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,736,25228,2007,,Delta Publishing,,,,
,,,465,25006,2010,Կոշտ,ЮРАЙТ,,,,
,,,718,2500002,2010,Կոշտ,Проспект,,,,
,,,768,2500001,2010,Կոշտ,Проспект,,,,
,,Ромашов Р. А.,256,24990,,,ПИТЕР,,,,
,,,430,24977,2010,Կոշտ,ФЕНИКС,,,,
,,Янин А. Н.,248,24974,,,Проспект,,,,
,,,318,24973,2010,Կոշտ,ФЕНИКС,,,,
,,,304,24969,2009,Կոշտ,ПИТЕР,,,,
,,Ерыгин А. Н. ...,256,24961,,,ФЕНИКС,,,,
,,Муштук О. З.,556,24935,,,Маркет ДС,,,,
,,Кыров А. А.,528,24931,,,Проспект,,,,
,,,240,24930,2008,Կոշտ,Институт социальных наук,,,,
,,Алехин А. П.,255,24929,,,Зерцало,,,,
,,Кашкина С.,169,24928,,,ЮРАЙТ,,,,
,,Кузнецова Л. П.,176,24922,,,Каро,,,,
,,,592,2490901,2010,Կոշտ,Проспект,,,,
,,Бриллиантов А. В.,224,24905,,,Проспект,,,,
,,Ховхун В.,,24899,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,384,24880,,Կոշտ,ЭКСМО,,,,
,,,,24875,2009,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Чепенко В.,160,24872,,,ЭКСМО,,,,
,,Тюрина А. Д.,160,24871,,,ЭКСМО,,,,
,,Пиз Аллан,224,24869,,,ЭКСМО,,,,
,,,96,24866,2007,,ЭКСМО,,,,
,,,496,24864,2008,Կոշտ,ЭКСМО,,,,
,,,800,24849,2008,,ЭКСМО,,,,
,,,384,2483002,2013,Կոշտ,ЭКСМО,,,,
,,Смагина И. А.,288,24828,,,ЭКСМО,,,,
,,Головистикова А. Н.,170,24821,,,ЭКСМО,,,,
,,,240,24808,2008,Կոշտ,ЭКСМО,,,,
,,Щербакова Е. В.,256,24796,,,ЭКСМО,,,,
,,О. Генри,79,24795,,,Харвест,,,,
,,Семенихин В. В.,432,24790,,,ЭКСМО,,,,
,,Ужегов Г. Н.,,24781,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,256,24772,2009,Կոշտ,ЭКСМО,,,,
,,Малкина-Пых Ирина,256,24760,,,ЭКСМО,,,,
,,Чернецкий Ю. А.,400,24756,,,ЭКСМО,,,,
,,Носова Н.,160,24750,,,ЭКСМО,,,,
,,,512,24749,2010,Կոշտ,ЭКСМО,,,,
,,,,24738,2011,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Сафарова Е.,208,24725,,,ЭКСМО,,,,
,,Бринчук М.,,24713,,,ЭКСМО,,,Ռուսերեն,
,,,432,24693,2010,Կոշտ,ЭКСМО,,,,
,,,512,24685,2010,Փափուկ,ЭКСМО,,,,
,,Харви Стив,288,24684,,,ЭКСМО,,,,
,,,240,24676,2010,Կոշտ,ЭКСМО,,,,
,,,480,24661,2014,Կոշտ,ЭКСМО,,,,
,,,368,24656,2009,Կոշտ,ЭКСМО,,,,
,,,352,24655,2006,Կոշտ,ЭКСМО,,,,
,,,32,24649,2008,Կոշտ,ЭКСМО,,,,
,,,192,24647,2009,Կոշտ,ЭКСМО,,,,
,,,288,24629,2010,Կոշտ,ЭКСМО,,,,
,,,192,24622,,Կոշտ,ЭКСМО,,,,
,,,288,2461801,212,Կոշտ,ЭКСМО,,,,
,,,365,24616,2008,Կոշտ,Аспект Пресс,,,,
,,,272,24614,2009,Կոշտ,Альпина Паблишер,,,,
,,,222,24613,2009,Կոշտ,Институт востоковедения РАН,,,,
,,Балмер Р.,192,24603,,,ФАИР,,,,
,,,303,24600,2009,Կոշտ,Инфра-М,,,,
,,Канаян К.,396,24595,,,Юнион-Стандарт-Консалтинг,,,,
,,,288,24592,2009,Կոշտ,Издательский центр «Академия»,,,,
,,,344,24575,2010,Կոշտ,Добрая книга,,,,
,,,368,2456502,2009,Կոշտ,Альфа М,,,,
,,Кохановский В. П.,232,2456501,,,Кнорус,,,,
,,,400,24562,2009,Կոշտ,Олимп-Бизнес,,,,
,,Цечоев В. К.,160,24557,,,Проспект,,,,
,,Коноплев Е.,174,24554,,,Альпина Паблишер,,,,
,,,546,24543,2013,Կոշտ,ФАИР,,,,
,,,880,24542,2009,Կոշտ,Инфра-М,,,,
,,"Верба Л. Г., Верба Г. В.",368,24520,,,Дом Славянской Книги,,,,
,,Кузнецова Л. П.,272,24519,,,Каро,,,,
,,Кадомцева О.,,24501,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Попова А. В.,208,24500,,,ПИТЕР,,,,
,,Литвинов П. П.,244,24497,,,Айрис Пресс,,,,
,,Ватаманюк А.,160,24495,,,ПИТЕР,,,,
,,,575,24490,2010,Կոշտ,Норма,,,,
,,,752,24484,2009,Կոշտ,Вече,,,,
,,,232,24480,2015,,Айрис Пресс,,,,
,,,,2447802,2002,,Айрис Пресс,,,,
,,,,2447801,2011,,Айрис Пресс,,,,
,,Бельская И.,,24456,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,96,24289,2009,Փափուկ,ЭКСМО,,,,
,,,272,2428002,2013,Փափուկ,ЭКСМО,,,,
,,,192,24278,2011,Կոշտ,ЭКСМО,,,,
,,,256,24230,2009,Կոշտ,ЭКСМО,,,,
,,,672,2422201,2011,Փափուկ,ЭКСМО,,,,
,,Пиз Аллан,352,24218,,,ЭКСМО,,,,
,,,576,24216,2013,Փափուկ,ЭКСМО,,,,
,,Робертс Н.,316,2420410,,,ЭКСМО,,,,
,,Макфредис П.,272,24201,,,ЭКСМО,,,,
,,Миронова С. Б.,384,24175,,,ЭКСМО,,,,
,,,,24123,2009,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,512,24088,,Կոշտ,ЭКСМО,,,,
,,,672,2407901,2009,Կոշտ,ЭКСМО,,,,
,,Лоянич А. А.,432,24076,,,ЭКСМО,,,,
,,Коллинз Дж.,,2407301,,,ЭКСМО,,,Ռուսերեն,
,,Корчагина Ирина,160,2407003,,,ЭКСМО,,,,
,,Передерий В. А.,,24066,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Полякова Т.,320,2405826,,,АСТ,,,,
,,Полякова Т.,352,2405803,,,ЭКСМО,,,,
,,,368,24056,2003,Կոշտ,ЭКСМО,,,,
,,,192,24055,2008,Կոշտ,ЭКСМО,,,,
,,,144,24051,,Կոշտ,ЭКСМО,,,,
,,,464,24039,,Կոշտ,ЭКСМО,,,,
,,Полянина Е. В.,256,24038,,,ЭКСМО,,,,
,,Минько П. А.,304,24036,,,ЭКСМО,,,,
,,Драйзер Т.,544,24020,,,ЭКСМО,,,,
,,Гава Г. В.,176,24015,,,ЭКСМО,,,,
,,,464,24014,2009,Կոշտ,ЭКСМО,,,,
,,Сутырин С. Ф.,368,24013,,,ЭКСМО,,,,
,,Мальцева Ю.,160,24009,,,ЭКСМО,,,,
,,Галиновская Е. А.,272,24008,,,ЭКСМО,,,,
,,,464,24007,2007,Կոշտ,ЭКСМО,,,,
,,,602,2399806,2007,Կոշտ,ЭКСМО,,,,
,,,387,2399803,2008,Կոշտ,ЭКСМО,,,,
,,,560,2399801,2005,Կոշտ,ЭКСМО,,,,
,,,312,23994,2009,Կոշտ,ЭКСМО,,,,
,,Джон Р.Р. Толкиен,480,23963,,,АСТ,,,,
,,Разу М. Л.,248,23957,,,Кнорус,,,,
,,,672,23930,2007,Կոշտ,Юнити Дана,,,,
,,,384,23788,2007,Կոշտ,Амфора,,,,
,,,640,23769,2012,Կոշտ,Олма Медиа Групп,,,,
,,Медведева И.,144,23762,,,АСТ,,,,
,,,192,23754,2009,Կոշտ,Мартин,,,,
,,,224,23753,2003,,Живой Язык,,,,
,,Гришин В.,,23742,,,Мартин,,,Ռուսերեն,
,,Майер Ст.,672,2372802,,,АСТ,,,,
,,Майер С.,608,2372801,,,АСТ,,,,
,,,752,23726,2014,Կոշտ,Кнорус,,,,
