Գույնը,ISBN,Հեղինակ,Էջերի քանակը,Կոդ,Տարեթիվ,Կազմ,Արտադրող,User ID,Երկիր,Լեզու,Լրացուցիչ նկարներ
,,,224,39876,,Կոշտ,ЭКСМО,,,,
,,Воронова О. В.,,39873,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,,39857,2010,,ЭКСМО,,,Ռուսերեն,
,,,480,39856,,Կոշտ,ЭКСМО,,,,
,,Джером К. Джером,256,39843,,,ЭКСМО,,,,
,,Воронова О.,128,39838,,,ЭКСМО,,,,
,,Эдгар Аллан По,192,39835,,,ЭКСМО,,,,
,,,136,39834,2008,Կոշտ,ЭКСМО,,,,
,,,384,39825,2009,Կոշտ,ЭКСМО,,,,
,,,736,39820,2010,Կոշտ,ЭКСМО,,,,
,,,208,39805,2011,Կոշտ,ЭКСМО,,,,
,,Леонов В.,192,39804,,,ЭКСМО,,,,
,,Пащенко Игорь,496,39803,,,ЭКСМО,,,,
,,Райтман М.,480,39802,,,ЭКСМО,,,,
,,,336,39795,2010,Կոշտ,ЭКСМО,,,,
,,,416,39702,2014,Փափուկ,ЭКСМО,,,,
,,Уолкер Питер,96,39696,,,ЭКСМО,,,,
,,Байрон Дж. Г.,784,39686,,,ЭКСМО,,,,
,,,480,3968204,2011,Կոշտ,ЭКСМО,,,,
,,,480,3968203,2009,Կոշտ,ЭКСМО,,,,
,,,488,3968202,2008,Կոշտ,ЭКСМО,,,,
,,,416,3968201,2009,Կոշտ,ЭКСМО,,,,
,,Бриллиантов А. В.,448,39606,,,Проспект,,,,
,,,251,39605,2007,Կոշտ,АСТ,,,,
,,Ковтанюк Ю.С.,544,39596,,,Книга по требованию,,,,
,,,,39205,,Փափուկ,,,,,
,,,10,39029,2010,Կոշտ,GSM Studio,,,,
,,Աբրահամյան Վահագն,,38854,,,,,Հայաստան,Հայերեն,
,,,160,38679,2011,Կոշտ,Dorling Kindersley,,,,
,,,10,38674,,Կոշտ,Ladybird,,,,
,,"Simon Broughton, Mark Ellingham, Jon Lusk",784,38660,,,Penguin Books,,,,
,,Gabriel Garcia Marquez,424,38652,,,Penguin Books,,,,
,,,,38650,2008,,,,Մեծ Բրիտ. և հյուս. Իռլանդ. միացյալ թագավորություն,Անգլերեն,
,,F. Scott Fitzgerald,208,38649,,,Penguin Books,,,,
,,Antoine de Saint-Exup՛ery,,38647,,,,,Մեծ Բրիտ. և հյուս. Իռլանդ. միացյալ թագավորություն,Անգլերեն,
,,John Updike,,38646,,,Penguin Books,,,Անգլերեն,
,,Woolf  Virginia,336,38645,,,Penguin Books,,,,
,,,144,38644,2000,Փափուկ,Penguin Books,,,,
,,,,38643,2009,,,,Մեծ Բրիտ. և հյուս. Իռլանդ. միացյալ թագավորություն,Այլ,
,,,240,38642,1989,Փափուկ,Penguin Books,,,,
,,F. Scott Fitzgerald,208,38637,,,Penguin Books,,,,
,,,256,3862702,2011,Կոշտ,ЭКСМО,,,,
,,,320,3862701,2011,Կոշտ,ЭКСМО,,,,
,,,448,38609,2009,Կոշտ,ЭКСМО,,,,
,,,608,38600,2013,Փափուկ,ЭКСМО,,,,
,,Dr Philippa Kaye,224,38591,,,Dorling Kindersley,,,,
,,,192,38587,,Կոշտ,Dorling Kindersley,,,,
,,,128,38585,,Փափուկ,Ladybird,,,,
,,Սահակյան Յուրի,,37817,,,,,Հայաստան,Հայերեն,
,,,68,37754,,Կոշտ,Արևիկ Հրատարակչություն,,,,
,,,320,37497,,Կոշտ,АСТ,,,,
,,,448,37496,2011,Կոշտ,АСТ,,,,
,,Кромптон К.,,37493,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,864,37484,2012,Կոշտ,ЭКСМО,,,,
,,,160,37483,2011,Կոշտ,АСТ,,,,
,,Lucinda Dickens Hawksley,158,37478,,,АСТ,,,,
,,,152,3747004,2011,Կոշտ,ՄՀՄ Գրատուն,,,,
,,,156,3747003,2011,Կոշտ,ՄՀՄ Գրատուն,,,,
,,Աբրահամյան Վահագն,,3747002,,,,,Հայաստան,Հայերեն,
,,,147,3747001,2016,Կոշտ,ՄՀՄ Գրատուն,,,,
,,,,3739402,- /,,,,Հայաստան,Հայերեն,
,,"Դավիթ Գյուրջինյան․ Թամար Ալեքսանյան, Աշոտ Գալստյան",256,37376,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,,3696602,2010,,,,Հայաստան,Հայերեն,
,,,,3696601,2010,,,,Հայաստան,Հայերեն,
,,,244,36724,2015,Կոշտ,Արևիկ Հրատարակչություն,,,,
,,,,36427,,Կոշտ,,,Հայաստան,,
,,Щелоков А.,,36421,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,224,36420,2008,Կոշտ,ЭКСМО,,,,
,,Кобринец О. С.,192,36419,,,ЭКСМО,,,,
,,Սոկրատ Մկրտչյան,64,36378,,,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Сухуа   Юй,160,36342,,,АСТ,,,,
,,ЛИ ГУАНЬЦЮНЬ,158,36340,,,АСТ,,,,
,,,208,36320,2008,Կոշտ,АСТ,,,,
,,Эйгер Марвин,308,36309,,,АСТ,,,,
,,,128,35896,2015,Փափուկ,АСТ,,,,
,,,640,35894,2010,Կոշտ,АСТ,,,,
,,,480,35893,2012,Կոշտ,ЭКСМО,,,,
,,,288,35890,2014,Փափուկ,ЭКСМО,,,,
,,,192,35884,2010,Կոշտ,АСТ,,,,
,,,224,35878,2011,Փափուկ,АСТ,,,,
,,Пераль Б. П.,191,35864,,,АСТ,,,,
,,Швебке Франк,127,35861,,,АСТ,,,,
,,Брэйн Дж.,317,35858,,,АСТ,,,,
,,,672,35857,2013,Կոշտ,АСТ,,,,
,,,128,35852,2013,Փափուկ,АСТ,,,,
,,,288,35839,2014,Կոշտ,АСТ,,,,
,,,480,35835,2008,Կոշտ,АСТ,,,,
,,,320,35833,2013,Կոշտ,ЭКСМО,,,,
,,,,35829,2008,,АСТ,,,Ռուսերեն,
,,,224,35823,2012,Փափուկ,АСТ,,,,
,,,320,35818,2014,Փափուկ,АСТ,,,,
,,,862,3581702,2009,Կոշտ,АСТ,,,,
,,Раневская Ф.,,35816,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,366,35800,2010,Կոշտ,АСТ,,,,
,,Ганичкина О.,256,3579402,,,ЭКСМО,,,,
,,Кинг Стивен,669,35778,,,АСТ,,,,
,,,416,3575503,2014,Կոշտ,АСТ,,,,
,,,416,3575502,2014,Կոշտ,АСТ,,,,
,,,476,3575501,2014,Կոշտ,АСТ,,,,
,,Козлов Николай,254,35749,,,АСТ,,,,
,,Макаренко Антон,320,35748,,,АСТ,,,,
,,Э. А. По,144,35745,,,АСТ,,,,
,,Грин А. С.,,35735,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,368,35726,2008,Կոշտ,АСТ,,,,
,,,320,35718,2012,Կոշտ,АСТ,,,,
,,Лахматинова Е. М.,336,35705,,,ЭКСМО,,,,
,,,208,35700,2017,Փափուկ,ЭКСМО,,,,
,,,480,35699,2013,Կոշտ,АСТ,,,,
,,,216,35696,2014,Կոշտ,ЭКСМО,,,,
,,Киплинг Р.,160,35679,,,ЭКСМО,,,,
,,Абрамов Ф. А.,640,35669,,,ЭКСМО,,,,
,,,320,35666,2013,Կոշտ,ЭКСМО,,,,
,,,208,35663,2017,Փափուկ,ЭКСМО,,,,
,,Матвеев С. А.,256,35658,,,АСТ,,,,
,,,672,35657,2013,Կոշտ,ЭКСМО,,,,
,,Макарский Дмитрий,224,35656,,,ЭКСМО,,,,
,,Гитун Татьяна,255,35533,,,Центрполиграф,,,,
,,,96,34952,2012,Կոշտ,АСТ,,,,
,,Михалков С.,,34948,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,160,34946,2008,Կոշտ,АСТ,,,,
,,,316,34944,,Կոշտ,АСТ,,,,
,,,192,34941,2013,,АСТ,,,,
,,Ф. С. Фицджеральд,96,34936,,,АСТ,,,,
,,Mike Stocks,128,34929,,,АСТ,,,,
,,Миловидов В. А.,286,34927,,,АСТ,,,,
,,,,34925,2010,,АСТ,,,Ռուսերեն,
,,,,34920,2009,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,544,34917,2010,Կոշտ,АСТ,,,,
,,Ермакова Е. В.,320,34914,,,АСТ,,,,
,,,216,34911,2010,Կոշտ,АСТ,,,,
,,Джорж Камерон Стоун,768,34902,,,АСТ,,,,
,,,186,34898,2007,Կոշտ,АСТ,,,,
,,,384,34897,2012,,АСТ,,,,
,,,256,34894,,Կոշտ,АСТ,,,,
,,,352,34891,2013,Փափուկ,ЭКСМО,,,,
,,,356,34888,2013,Կոշտ,ЭКСМО,,,,
,,,352,34887,2015,Կոշտ,АСТ,,,,
,,Р. Киплинг,160,34878,,,АСТ,,,,
,,,384,34877,2013,Կոշտ,ЭКСМО,,,,
,,Маринова Г.,,34873,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,352,34872,2013,Կոշտ,АСТ,,,,
,,,,34871,2013,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Кит Джереми,112,34869,,,ЭКСМО,,,,
,,Дэниел Дж. Амен,544,34860,,,ЭКСМО,,,,
,,,589,34851,2014,Կոշտ,ЮРАЙТ,,,,
,,,527,34850,2014,Կոշտ,ЮРАЙТ,,,,
,,,703,34845,2014,Կոշտ,ЮРАЙТ,,,,
,,Хазова О.,182,34842,,,ЮРАЙТ,,,,
,,,591,34839,2013,Կոշտ,ЮРАЙТ,,,,
,,Санаев П.,288,34833,,,АСТ,,,,
,,,224,34828,2014,Կոշտ,АСТ,,,,
,,Янгсон Р. М.,495,34815,,,АСТ,,,,
,,Женгвей Ву,280,34814,,,АСТ,,,,
,,,96,34813,2011,Կոշտ,АСТ,,,,
,,Беовульф,608,34812,,,ЭКСМО,,,,
,,,192,34809,2013,Կոշտ,ЭКСМО,,,,
,,,288,34807,2013,Փափուկ,ЭКСМО,,,,
,,,160,34802,2012,Փափուկ,ЭКСМО,,,,
,,,59,34550,2014,Կոշտ,Ծիծեռնակ,,,,
,,Հարությունյան Արտեմ,,34546,,,,,Հայաստան,,
,,,224,34536,2014,Կոշտ,Գրաբեր հրատարակչություն,,,,
,,Մարտիրոսյան Խաչատուր,,34533,,,,,Հայաստան,,
,,,160,34522,2016,,,,,,
,,Արամ Արտաշես,232,34518,,,Արմավ Հրատարակչություն,,,,
,,Զարդարյան Ռուբեն,199,34509,,,Անտարես Հրատարակչություն,,,,
,,Ջևելեգով Ալեքսեյ,320,34505,,,ԵՊՀ Հրատարակչություն,,,,
,,Նալբանդյան Միքայել,160,34502,,,Արմավ Հրատարակչություն,,,,
,,,,34501,,,,,Հայաստան,Հայերեն,
,,,240,32739,2014,Կոշտ,Արմավ Հրատարակչություն,,,,
,,,154,32724,2014,,Փրինթինֆո ՀՁ ՍՊԸ,,,,
,,,72,32693,2015,Կոշտ,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,,32689,2014,,,,Հայաստան,Հայերեն,
,,Ռոդարի Ջանի,,32641,,,,,Հայաստան,Հայերեն,
,,Ալթունյան Ռուբեն,,32579,,,,,Հայաստան,,
,,,,32565,,Կոշտ,,,Հայաստան,,
,,Кондрашев А. В.,400,32507,,,ЭКСМО,,,,
,,Ամիրյան Հրաչյա,124,32473,,,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,,,32283,2020,,,,Հայաստան,Հայերեն,
,,,80,32101,2014,Կոշտ,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,"Կ․ Թորոսյան, Կ․ Չիբուխչյան, Մ․ Մանուկյան",192,32087,,,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Չաուշյան Լևոն,,32057,,,,,Հայաստան,,
,,,,31997,,,,,Հայաստան,Հայերեն,
,,,384,31914,2013,Կոշտ,Անտարես Հրատարակչություն,,,,
,,"Կարինե Փորոսյան, Կարինե Չիբուխչյան, Մարիամ Պետրոսյան",228,31801,,,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,Фицджеральд Ф. С.,384,31795,,,АСТ,,,,
,,,352,31790,,Կոշտ,АСТ,,,,
,,Сноу Ч. П.,416,31770,,,АСТ,,,,
,,Миябэ Миюки,,31758,,,АЗБУКА,,,Ռուսերեն,
,,Зощенко Михаил,384,31752,,,Азбука - Аттикус,,,,
,,,416,31745,2012,Կոշտ,АЗБУКА,,,,
,,,256,31744,2014,Կոշտ,Азбука - Аттикус,,,,
,,,224,31743,2015,Կոշտ,Азбука - Аттикус,,,,
,,,224,31742,2015,Կոշտ,Азбука - Аттикус,,,,
,,Томас Д. М.,320,31740,,,Азбука - Аттикус,,,,
,,Татьяна де Рона,352,31735,,,Азбука - Аттикус,,,,
,,Николс Дэвид,,31734,,,Азбука - Аттикус,,,Ռուսերեն,
,,Мориарти Л.,560,31719,,,Иностранка,,,,
,,Хорнби Ник,,31716,,,АЗБУКА,,,Ռուսերեն,
,,,320,31699,2015,Կոշտ,Азбука - Аттикус,,,,
,,,608,31696,2014,Փափուկ,Азбука - Аттикус,,,,
,,Ушинский К. Д.,,31686,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,358,31681,2014,Կոշտ,Азбука - Аттикус,,,,
,,Гаррисон Гарри,,31670,,,АЗБУКА,,,Ռուսերեն,
,,Николс Д.,,31667,,,Иностранка,,,Ռուսերեն,
,,Ершов П. П.,,31666,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Макгвайр Джейми,,31664,,,АЗБУКА,,,Ռուսերեն,
,,,96,31656,,Կոշտ,Махаон,,,,
,,Ахерн С.,448,31653,,,Иностранка,,,,
,,,,31473,2017,,,,Հայաստան,Հայերեն,
,,,,K31425,- /,,,,Հայաստան,Հայերեն,
,,Гольдберг Инесса,160,31272,,,АСТ,,,,
,,Стендаль,624,31245,,,ЭКСМО,,,,
,,Честертон Г. К.,768,31243,,,ЭКСМО,,,,
,,Чосер Дж.,768,31241,,,ЭКСМО,,,,
,,,128,31238,2013,Կոշտ,ЭКСМО,,,,
,,,448,31232,2013,Փափուկ,ЭКСМО,,,,
,,,,31170,,,,,,Ռուսերեն,
,,Кизи К.,800,31120,,,ЭКСМО,,,,
,,Бронтэ Э.,544,31113,,,ЭКСМО,,,,
,,,232,30980,2008,Կոշտ,Նաիրի Հրատարակչություն ՓԲԸ,,,,
,,Փարսադանյան Ալբերտ,,K30943,,,,,Հայաստան,,
,,,192,30905,2004,Կոշտ,АСТ,,,,
,,,384,30860,2007,Կոշտ,АСТ,,,,
,,,604,30857,2008,Կոշտ,ФЕНИКС,,,,
,,,535,30842,2007,Կոշտ,ФЕНИКС,,,,
,,,,30839,2008,,ФЕНИКС,,,Ռուսերեն,
,,,480,30808,2006,Կոշտ,ФЕНИКС,,,,
,,,96,30789,2006,Կոշտ,ФЕНИКС,,,,
,,,192,30786,2009,Կոշտ,АСТ,,,,
,,,464,30783,2014,Կոշտ,ЭКСМО,,,,
,,,288,30771,2007,Կոշտ,ФЕНИКС,,,,
,,Հրաչյա Ամիրյան,216,30765,,,ԶԱՆԳԱԿ Հրատարակչություն,,,,
,,,,30573,2007,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,192,30570,2009,Կոշտ,Владис,,,,
,,Агафонов С.,254,30568,,,Экзамен,,,,
,,Дыдко С. Н.,224,30566,,,Экзамен,,,,
,,,254,30525,2008,Կոշտ,АСТ,,,,
,,Рерих Н.,256,3051705,,,Профиздат,,,,
,,Волошин М.,256,3051704,,,Մոսկվա,,,,
,,Ходасевич В.,208,3051702,,,Մոսկվա,,,,
,,Рубцов Н.,320,3051701,,,АСТ,,,,
,,,349,30516,2007,Կոշտ,АСТ,,,,
,,,,3050310,,,Delta Publishing,,,Ռուսերեն,
,,,,3050309,,,,,Ռուսաստանի ֆեդերացիա,,
,,,,3050308,,,,,Ռուսաստանի ֆեդերացիա,,
,,,,3050306,2014,,,,Ռուսաստանի ֆեդերացիա,,
,,,,3050305,,,Delta Publishing,,,Ռուսերեն,
,,,,3050303,,,,,Ռուսաստանի ֆեդերացիա,,
,,,,3050302,,,Delta Publishing,,,Ռուսերեն,
,,,,3050301,,,,,Ռուսաստանի ֆեդերացիա,,
,,,400,30495,2007,,Delta Publishing,,,,
,,,320,30494,2015,Կոշտ,ЭКСМО,,,,
,,"Есаджанян Б. М., Ханзратян В. М.",143,30362,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,"Есаджанян Б. М., Ханзратян В. М.",159,30361,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,Դավիթ Գյուրջինյան․ Նարինե Հեքեքյան,160,30265,,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,,
,,,256,3019402,2016,Կոշտ,Айрис Пресс,,,,
,,Розенталь Д.,,3019401,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,352,30176,2005,Կոշտ,Современное слово,,,,
,,Гичева Н.,256,30170,,,Айрис Пресс,,,,
,,Нагорная А. В.,190,30169,,,Айрис Пресс,,,,
,,,178,3014401,2015,Կոշտ,АСТ,,,,
,,Барто А.,,30127,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Белль Г.,320,30123,,,АСТ,,,,
,,,,3009203,,,,,Ռուսաստանի ֆեդերացիա,,
,,Нуждин Г.,,3009202,,,,,Ռուսաստանի ֆեդերացիա,,
,,,,3009201,,,,,Ռուսաստանի ֆեդերացիա,,
,,Лаврешина О.,192,30087,,,Рипол Классик,,,,
,,Литвинов П. П.,176,30084,,,Айрис Пресс,,,,
,,,568,3008202,2007,Կոշտ,АСТ,,,,
,,,496,3008201,2009,Կոշտ,АСТ,,,,
,,Куренкова Е.,208,30075,,,Дом. XXI век,,,,
,,,304,30071,2009,Կոշտ,АСТ,,,,
,,,192,29995,2008,,АСТ,,,,
,,Սուվորով Վիկտոր,447,29956,,,Բուկինիստ Հրատարակչություն,,,,
,,,,29684,32,,ԷԴԻԹ ՊՐԻՆՏ հրատարակչություն,,,Հայերեն,
,,,,29649,,,,,Ռուսաստանի ֆեդերացիա,,
,,Безлепкин Б. Т.,576,29580,,,Проспект,,,,
,,,640,2957004,2010,Կոշտ,Рипол Классик,,,,
,,,640,2957003,2009,Կոշտ,Рипол Классик,,,,
,,Судьина Н.,673,2957001,,,АСТ,,,,
,,Джон Грей,144,29555,,,Рипол Классик,,,,
,,,34,2955001,2018,Կոշտ,Махаон,,,,
,,Шикарчук С. А.,160,29547,,,"ИД ""Литера""",,,,
,,,176,29546,2005,Կոշտ,АСТ,,,,
,,,192,29543,2008,,АСТ,,,,
,,,256,29531,2010,Կոշտ,АСТ,,,,
,,,160,29530,2016,Կոշտ,ЭКСМО,,,,
,,Чадлер С.,412,29518,,,АСТ,,,,
,,,528,29517,2004,Կոշտ,Северо-Запад Пресс,,,,
,,,368,29511,2012,Կոշտ,ФАИР,,,,
,,,383,29503,2001,Կոշտ,Диля,,,,
,,,288,29495,2015,Կոշտ,АСТ,,,,
,,,320,29478,2004,Կոշտ,Медицинская литература,,,,
,,,672,2947302,2008,Կոշտ,Норма,,,,
,,Alvin Hall,,29200,,,,,Մեծ Բրիտ. և հյուս. Իռլանդ. միացյալ թագավորություն,Անգլերեն,
,,,,29187,2008,,,,Մեծ Բրիտ. և հյուս. Իռլանդ. միացյալ թագավորություն,Անգլերեն,
,,,480,28826,2013,Կոշտ,ЭКСМО,,,,
,,Муравьева И.,288,2877704,,,ЭКСМО,,,,
,,Муравьева И.,384,2877702,,,ЭКСМО,,,,
,,Смирнова Л. Н.,320,2877502,,,Этерна издательство,,,,
,,Вехова О. С.,,2877501,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Бунин И. А.,300,28773,,,АСТ,,,,
,,,640,28761,2008,Կոշտ,АСТ,,,,
,,Янов А.,608,28752,,,АСТ,,,,
,,,928,28744,2005,Կոշտ,АСТ,,,,
,,Цвейг С.,380,2873502,,,АСТ,,,,
,,Даймонд Дж.,604,28733,,,АСТ,,,,
,,,192,28704,,Կոշտ,АСТ,,,,
,,,560,28703,2008,Կոշտ,АСТ,,,,
,,Фейерабенд П.,477,28702,,,АСТ,,,,
,,,,28699,2005,,АСТ,,,Ռուսերեն,
,,Форрестер Д.,,28697,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,592,28695,2009,Կոշտ,АСТ,,,,
,,Билл Люси,314,28688,,,АСТ,,,,
,,Зуева Л. Н.,398,2868601,,,АСТ,,,,
,,,62,28669,2010,,Харвест,,,,
,,Дэвис Э.,480,28665,,,АСТ,,,,
,,,459,28650,2008,Կոշտ,АСТ,,,,
,,,1088,2864702,2006,Կոշտ,Biblio,,,,
,,Теккерей У. М.,832,28639,,,АСТ,,,,
,,,480,28634,2010,Կոշտ,АСТ,,,,
,,,224,28630,2009,Կոշտ,АСТ,,,,
,,Кэмпбэлл Марк,384,28627,,,АСТ,,,,
,,Том Энг,,28614,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,Стоун В. Дж.,219,28602,,,АСТ,,,,
,,Нейсбит Д.,286,28588,,,АСТ,,,,
,,,384,28554,2010,,Dorling Kindersley,,,,
,,,336,28278,2012,Կոշտ,ЭКСМО,,,,
,,,464,28270,2013,Կոշտ,ЭКСМО,,,,
,,Вампилов А. В.,736,28264,,,ЭКСМО,,,,
,,,127,27955,2005,Կոշտ,АСТ,,,,
,,Абелла А.,316,27954,,,АСТ,,,,
,,Хмельницкий Б.,,27942,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,256,27930,,Կոշտ,ЭКСМО,,,,
,,,223,27925,2008,Կոշտ,ЭКСМО,,,,
,,Волошин М.,304,27922,,,ЭКСМО,,,,
,,,480,27907,2014,Փափուկ,ЭКСМО,,,,
,,Боева В. И.,144,27899,,,ЭКСМО,,,,
,,,480,2789801,2013,Փափուկ,ЭКСМО,,,,
,,Емельянова Е. Н.,156,27888,,,ЭКСМО,,,,
,,Вишневецкая М. А.,768,27882,,,ЭКСМО,,,,
,,,220,27873,,Կոշտ,ЭКСМО,,,,
,,Стендаль,1024,27872,,,АСТ,,,,
,,Епифанов В. А.,80,27857,,,ЭКСМО,,,,
,,,448,27855,2010,Կոշտ,ЭКСМО,,,,
,,Левашева Е.,64,27851,,,ЭКСМО,,,,
,,Фет А.,384,27830,,,ЭКСМО,,,,
,,,464,27827,2014,Փափուկ,ЭКСМО,,,,
,,,256,27821,2010,Կոշտ,АСТ,,,,
,,,736,27820,2014,Կոշտ,АСТ,,,,
,,,637,27818,2008,Կոշտ,АСТ,,,,
,,Ахматова А.,256,27805,,,ЭКСМО,,,,
,,Володарская О.,320,2779721,,,ЭКСМО,,,,
,,Володарская О.,384,2779715,,,ЭКСМО,,,,
,,Володарская О.,384,2779711,,,ЭКСМО,,,,
,,,512,27782,2014,Փափուկ,ЭКСМО,,,,
,,,480,27687,2008,Կոշտ,АСТ,,,,
,,Нейсбит Д.,315,27679,,,АСТ,,,,
,,,352,27667,2010,Փափուկ,АСТ,,,,
,,Брусникин А.,509,27666,,,АСТ,,,,
,,Вишневский Я.,288,27665,,,АСТ,,,,
,,Уиз Джим,128,27653,,,АСТ,,,,
,,Вишневский Я.,192,2758502,,,АСТ,,,,
,,,576,27583,2009,Կոշտ,Biblio,,,,
,,,253,27577,2010,Կոշտ,АСТ,,,,
,,Аллен Р.,570,2757301,,,Biblio,,,,
,,Хаксли О.,576,27563,,,АСТ,,,,
,,,220,27550,2009,Կոշտ,АСТ,,,,
,,Маккалоу К.,349,27537,,,АСТ,,,,
,,Кубьяс Л. Н.,576,27535,,,АСТ,,,,
,,,368,27533,,Կոշտ,АСТ,,,,
,,"Брейтер Барбара, Дивен Гейл",256,27524,,,АСТ,,,,
,,,592,27289,2011,Կոշտ,Мартин,,,,
,,Травина И. В.,,27276,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,,27265,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,720,27258,2010,Կոշտ,Аванта,,,,
,,,,2725702,2010,,АСТ,,,Ռուսերեն,
,,Шоу И.,445,2725701,,,АСТ,,,,
,,Борковски Ц.,352,27253,,,АСТ,,,,
,,,512,2724902,2007,Փափուկ,АСТ,,,,
,,,800,2724901,2014,Կոշտ,АСТ,,,,
,,,671,27248,2007,Կոշտ,АСТ,,,,
,,Карминди,160,27246,,,АСТ,,,,
,,,256,27226,2010,Փափուկ,ЭКСМО,,,,
,,,128,27218,2011,Փափուկ,ЭКСМО,,,,
,,Дьяконов О. В.,224,27215,,,ЭКСМО,,,,
,,,320,27213,2009,,ЭКСМО,,,,
,,Сераков Александр,208,27211,,,ЭКСМО,,,,
,,,768,27210,2011,Կոշտ,ЭКСМО,,,,
,,Знаменский А.,192,27207,,,ЭКСМО,,,,
,,,256,27192,2012,Կոշտ,ЭКСМО,,,,
,,,544,27187,2011,Կոշտ,ЭКСМО,,,,
,,Хэддом М.,368,27184,,,ЭКСМО,,,,
,,,48,27170,2012,Կոշտ,ЭКСМО,,,,
,,,,27169,2011,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,288,27161,2013,Կոշտ,ЭКСМО,,,,
,,Виннер М.,272,27160,,,ЭКСМО,,,,
,,,136,27156,2010,Կոշտ,ЭКСМО,,,,
,,Ги де Мопассан,,27154,,,ЭКСМО,,,Ռուսերեն,
,,Роллинс Дж.,576,27150,,,ЭКСМО,,,,
,,,,27136,2013,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,288,27132,2013,Փափուկ,ЭКСМО,,,,
,,Мердок А.,560,2713002,,,ЭКСМО,,,,
,,,512,27129,2013,Կոշտ,ЭКСМО,,,,
,,,528,27119,2012,Փափուկ,ЭКСМО,,,,
,,Степанова И.,,27113,,,,,Ռուսաստանի ֆեդերացիա,Հայերեն,
,,Рубина Дина,160,27112,,,ЭКСМО,,,,
,,,576,27109,2012,Փափուկ,ЭКСМО,,,,
,,,208,27106,2010,Փափուկ,ЭКСМО,,,,
,,,704,27101,2011,Փափուկ,ЭКСМО,,,,
,,,288,27097,2014,Փափուկ,ЭКСМО,,,,
,,,496,27093,2010,Փափուկ,ЭКСМО,,,,
,,Ходасевич В. Ф.,736,27090,,,ЭКСМО,,,,
,,,320,27080,2017,Կոշտ,ЭКСМО,,,,
,,Ганичкина О.,512,2706102,,,ЭКСМО,,,,
,,,200,27057,2020,Կոշտ,ЭКСМО,,,,
,,Мортенсон Г.,448,27051,,,ЭКСМО,,,,
,,,432,27049,2010,Կոշտ,ЭКСМО,,,,
,,Толстой Л. Н.,,27044,,,ЭКСМО,,,Ռուսերեն,
,,Ужегов Г. Н.,,27040,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,336,27038,2010,Փափուկ,ЭКСМО,,,,
,,,224,27036,2013,Կոշտ,ЭКСМО,,,,
,,,256,27029,2016,Փափուկ,ЭКСМО,,,,
,,,672,27028,2011,Փափուկ,ЭКСМО,,,,
,,,576,27026,2010,Փափուկ,ЭКСМО,,,,
,,Джеймс Э.,,2702301,,,ЭКСМО,,,Ռուսերեն,
,,Гомер,640,26959,,,АСТ,,,,
,,,,26955,2007,,АСТ,,,Ռուսերեն,
,,Боккаччо Дж.,640,26951,,,АСТ,,,,
,,Ремарк Эрих Мария,320,2694602,,,АСТ,,,,
,,,12,26939,2012,,АСТ,,,,
,,Лившиц В. Б.,,26937,,,,,Ռուսաստանի ֆեդերացիա,Ռուսերեն,
,,,320,26936,2012,Կոշտ,АСТ,,,,
